k,time,x,y,yaw
0,0.06492805480957031,39.1130561828613,3.15000152587891,3.1415926525915263
1,0.11416077613830566,39.1130561828613,3.15000152587891,3.141592652593497
2,0.16324377059936523,39.1130561828613,3.15000152587891,3.141592652593497
3,0.2147970199584961,39.1086769104004,3.15000152587891,3.1415923702296267
4,0.2656233310699463,39.0930366516113,3.14999771118164,3.1415919485916213
5,0.3165609836578369,39.0893363952637,3.14999771118164,3.14159145928495
6,0.3668076992034912,39.0661697387695,3.14999771118164,-3.1415748864174917
7,0.4155399799346924,39.0207405090332,3.15002822875977,-3.1415704388062586
8,0.46446681022644043,38.9616355895996,3.1500358581543,-3.141563350787285
9,0.5167868137359619,38.9417953491211,3.15003967285156,-3.141557317764422
10,0.5664827823638916,38.8974418640137,3.15004348754883,-3.141552520492392
11,0.6161148548126221,38.8175773620605,3.15005111694336,-3.1415499045913218
12,0.6662609577178955,38.7027168273926,3.15005874633789,-3.141539818164809
13,0.7166426181793213,38.5852928161621,3.15006637573242,-3.141530264504808
14,0.7655961513519287,38.5422019958496,3.15006637573242,-3.1415219374103818
15,0.8150155544281006,38.4257354736328,3.15007400512695,-3.1415185738265006
16,0.8653385639190674,38.269287109375,3.15007781982422,-3.1415080255867682
17,0.9144730567932129,38.124813079834,3.15008163452148,-3.141497203847991
18,0.9653415679931641,38.0319023132324,3.15008163452148,-3.14148520700392
19,1.0157244205474854,37.866569519043,3.15008544921875,-3.14148520700392
20,1.0641140937805176,37.5744400024414,3.15008544921875,-3.141471117256167
21,1.1138875484466553,37.2905349731445,3.15008163452148,-3.1414626270807258
22,1.165241003036499,37.2478294372559,3.15008163452148,-3.1414565868037347
23,1.215376377105713,37.0276794433594,3.15007781982422,-3.1414561418548983
24,1.2658512592315674,36.7031669616699,3.15005874633789,-3.1414572144844275
25,1.3136100769042969,36.5585556030273,3.15005111694336,-3.141459277669966
26,1.3647918701171875,36.4604988098145,3.15004348754883,-3.1414729484653523
27,1.414442539215088,36.1084327697754,3.15002059936523,-3.1414766897129827
28,1.4643783569335938,35.8491973876953,3.14999771118164,-3.141492072902805
29,1.5142619609832764,35.5849304199219,3.14997100830078,-3.1415176863966856
30,1.5653347969055176,35.3150100708008,3.14995574951172,-3.1415304455211817
31,1.6147916316986084,35.0422058105469,3.14995574951172,-3.1415342379598816
32,1.6651453971862793,34.652759552002,3.14994812011719,-3.1415457963718554
33,1.7169151306152344,34.4850006103516,3.14994430541992,-3.1415589845877943
34,1.76540207862854,34.2016868591309,3.14993667602539,-3.1415722677496833
35,1.8146288394927979,33.9179725646973,3.14993286132813,-3.141576157136632
36,1.8646173477172852,33.6312255859375,3.14992904663086,-3.1415871947588183
37,1.9159114360809326,33.3447036743164,3.14992904663086,3.1415890795468027
38,1.9661083221435547,32.8246650695801,3.14992904663086,3.1415828586362617
39,2.015497922897339,32.7089614868164,3.14993286132813,3.141581368024136
40,2.065089225769043,32.4771499633789,3.14993667602539,3.141576291835946
41,2.115997076034546,32.1879920959473,3.14994049072266,3.1415751800861766
42,2.1658363342285156,31.897705078125,3.14994430541992,3.1415743996239414
43,2.214954137802124,31.6089191436768,3.14995384216309,3.1415752277715145
44,2.2646825313568115,31.318603515625,3.14995574951172,3.141575289457467
45,2.3145153522491455,31.0297660827637,3.14996337890625,3.1415783492999267
46,2.365687131881714,30.7395095825195,3.14996719360352,3.1415815711575834
47,2.4179091453552246,30.4508934020996,3.14997482299805,3.1415813797613104
