k,time,x,y,yaw
0,0.06641745567321777,39.1129989624023,3.14999771118164,3.141592652979023
1,0.11390018463134766,39.1129989624023,3.14999771118164,3.141592652977077
2,0.1640920639038086,39.1113204956055,3.14999771118164,3.141592367711412
3,0.2127676010131836,39.1046562194824,3.14999771118164,3.1415920156294024
4,0.26343655586242676,39.0892791748047,3.14999771118164,3.1415918599259776
5,0.31523895263671875,39.0605506896973,3.14999771118164,3.141591352739132
6,0.36470794677734375,39.0206832885742,3.15002822875977,-3.1415686830559535
7,0.4136347770690918,38.9971656799316,3.15002822875977,-3.1415645964349275
8,0.46446776390075684,38.9417343139648,3.1500358581543,-3.141561691691417
9,0.5128166675567627,38.8726348876953,3.15003967285156,-3.1415553227310835
10,0.5628602504730225,38.787109375,3.15004730224609,-3.1415460769563817
11,0.6133010387420654,38.6843070983887,3.15005493164063,-3.141537204692544
12,0.6641185283660889,38.6654777526855,3.15005874633789,-3.141529307625261
13,0.7131905555725098,38.519847869873,3.15006637573242,-3.141526001582595
14,0.7625565528869629,38.4008674621582,3.15007019042969,-3.1415173623953345
15,0.8127703666687012,38.2692260742188,3.15007400512695,-3.1415050881037376
16,0.8666815757751465,38.1840896606445,3.15007781982422,-3.141494613938962
17,0.9122238159179688,38.0318450927734,3.15008163452148,-3.141489542954524
18,0.9627740383148193,37.7966842651367,3.15008163452148,-3.1414828216925517
19,1.0135362148284912,37.6127738952637,3.15008163452148,-3.141473449003736
20,1.0626795291900635,37.4156532287598,3.15008163452148,-3.141467700823113
21,1.112731695175171,37.1626205444336,3.15007781982422,-3.1414608755399733
22,1.1648542881011963,36.9393997192383,3.15007019042969,-3.1414580784175135
23,1.2128090858459473,36.8473777770996,3.15006637573242,-3.1414612607316643
24,1.2648530006408691,36.6113777160645,3.15005111694336,-3.1414680365671406
25,1.313795566558838,36.3676986694336,3.15003204345703,-3.1414732656954785
26,1.3627893924713135,36.1168479919434,3.15001678466797,-3.1414843021388097
27,1.4133093357086182,35.8595161437988,3.14999771118164,-3.14148750434277
28,1.4638173580169678,35.5974006652832,3.15000152587891,-3.1415060466471063
29,1.5139014720916748,35.2764930725098,3.14997863769531,-3.1415227887718338
30,1.5627975463867188,34.950080871582,3.14995193481445,-3.1415309111550624
31,1.6151645183563232,34.6736068725586,3.14994049072266,-3.141551076425454
32,1.6625683307647705,34.5072250366211,3.14993667602539,-3.1415519507200442
33,1.7134466171264648,34.0009346008301,3.14992141723633,-3.1415751909951104
34,1.7632551193237305,33.831714630127,3.14992141723633,-3.1415798083238333
35,1.8132197856903076,33.6606483459473,3.14992141723633,3.141592169489544
36,1.8642265796661377,33.3766746520996,3.14992141723633,3.141585424073615
37,1.9124200344085693,33.0903396606445,3.14992141723633,3.1415809792671197
38,1.9637436866760254,32.5752182006836,3.14992904663086,3.141579834274703
39,2.0153908729553223,32.4602890014648,3.14993286132813,3.1415770808932226
40,2.065126419067383,32.2303924560547,3.14993667602539,3.141576178143271
41,2.1143364906311035,31.8850784301758,3.14994430541992,3.1415756854756154
42,2.1636884212493896,31.4815902709961,3.14994812011719,3.141577288733377
43,2.2139976024627686,31.1940498352051,3.14995574951172,3.1415814034280833
44,2.2634689807891846,31.078742980957,3.14995956420898,3.141580905106202
45,2.314159393310547,30.6750812530518,3.14996147155762,3.1415824680494375
46,2.366328716278076,30.3295612335205,3.14996528625488,3.141584532761114
47,2.4161250591278076,30.2143745422363,3.14996719360352,3.1415839249497197
48,2.464277744293213,30.1574878692627,3.14996910095215,3.1415841923847876
49,2.514204978942871,29.6405487060547,3.14996719360352,3.141580268772837
50,2.565061569213867,29.2415428161621,3.14997100830078,3.1415807545378756
51,2.614384889602661,29.0697593688965,3.14997100830078,3.141581331798076
52,2.6623542308807373,28.7856941223145,3.14997482299805,3.141580061857344
53,2.7158799171447754,28.3869972229004,3.14997863769531,3.1415805908997916
54,2.7637956142425537,28.16015625,3.14997863769531,3.141579974565813
55,2.8170418739318848,28.0469131469727,3.14998054504395,3.1415812902475793
56,2.8643879890441895,27.6518268585205,3.14998435974121,3.1415809548270195
57,2.9159657955169678,27.3695011138916,3.14998435974121,3.1415812174824
58,2.9627623558044434,27.0324058532715,3.14998817443848,3.141583701990518
59,3.0126311779022217,26.6400375366211,3.14999389648438,3.141583871505183
60,3.0631935596466064,26.4159603118896,3.14999580383301,3.14158495666234
61,3.112689256668091,26.2474822998047,3.14999580383301,3.141589617266785
62,3.162752866744995,25.8562164306641,3.15000152587891,3.1415910050133387
