k,time,x,y,yaw
0,0.0683743953704834,39.1130561828613,3.15000152587891,3.1415926525573155
1,0.11232829093933105,39.1130561828613,3.15000152587891,3.1415926525590736
2,0.16413331031799316,39.1130561828613,3.15000152587891,3.141592652556888
3,0.2138514518737793,39.1128158569336,3.15000152587891,3.141592602897913
4,0.2647871971130371,39.1101875305176,3.15000152587891,3.1415924319369153
5,0.3168466091156006,39.0964202880859,3.15000152587891,3.141592022853594
6,0.3641040325164795,39.0606079101563,3.14999771118164,3.141591373997801
7,0.4145941734313965,39.0207405090332,3.15002822875977,-3.1415704257527626
8,0.4621248245239258,38.9710311889648,3.1500358581543,-3.141563358585694
9,0.5126824378967285,38.9616355895996,3.1500358581543,-3.1415630373557155
10,0.5621340274810791,38.8852844238281,3.15004348754883,-3.141555232027543
11,0.6133201122283936,38.8026084899902,3.15005111694336,-3.1415460996499696
12,0.6626193523406982,38.720573425293,3.15005493164063,-3.1415387280121303
13,0.7122247219085693,38.6843643188477,3.15005874633789,-3.1415387280121303
14,0.7641749382019043,38.5639915466309,3.15006637573242,-3.1415292263678936
15,0.8135335445404053,38.349796295166,3.15007400512695,-3.141513408276064
16,0.8623683452606201,38.349796295166,3.15007400512695,-3.1415061477372936
17,0.912785530090332,38.2130393981934,3.15008163452148,-3.1415043436379158
18,0.9631783962249756,38.0319023132324,3.15008544921875,-3.1414938682340856
19,1.012446403503418,37.7967414855957,3.15008544921875,-3.141482001836608
20,1.0618054866790771,37.7967414855957,3.15008544921875,-3.1414707349658646
21,1.1130883693695068,37.2905883789063,3.15008163452148,-3.141462453762689
22,1.1619958877563477,37.2478904724121,3.15008163452148,-3.1414613054566334
23,1.211935043334961,37.2478904724121,3.15008163452148,-3.1414553482991514
24,1.2625737190246582,36.8427352905273,3.15007019042969,-3.141456210899747
25,1.311884880065918,36.6522789001465,3.15005874633789,-3.141456705296705
26,1.3618443012237549,36.5547256469727,3.15005493164063,-3.141463485198995
27,1.4123291969299316,36.0473861694336,3.15002059936523,-3.1414714744432066
28,1.462538242340088,35.7831230163574,3.14999389648438,-3.141480578451248
29,1.5131306648254395,35.6223335266113,3.1500129699707,-3.1414759656968445
30,1.562767505645752,35.2946624755859,3.14998626708984,-3.141495331118446
31,1.6130914688110352,34.9615592956543,3.14995574951172,-3.141519063162575
32,1.6623282432556152,34.6796455383301,3.14993667602539,-3.141536425148951
33,1.7123560905456543,34.3961486816406,3.14992904663086,-3.1415477201329205
34,1.7626099586486816,34.109447479248,3.1499137878418,-3.141563444114929
35,1.8142690658569336,33.7643737792969,3.14990615844727,-3.1415793988980396
36,1.8625831604003906,33.4176864624023,3.14990234375,3.1415911137889476
37,1.91192626953125,33.3604736328125,3.14990615844727,3.1415911137889476
38,1.963144302368164,32.9546279907227,3.14990615844727,3.141578058790969
39,2.012211799621582,32.549488067627,3.1499137878418,3.141574095091187
40,2.0620274543762207,32.3173370361328,3.14991760253906,3.1415715953925525
41,2.112077236175537,32.2012596130371,3.14991760253906,3.141571016559635
42,2.1631574630737305,31.7942924499512,3.14992904663086,3.14157127264352
43,2.2119643688201904,31.5040988922119,3.14993858337402,3.1415759394385177
44,2.2613744735717773,31.1544666290283,3.14994621276855,3.141579693835109
45,2.3114614486694336,30.9789142608643,3.14994621276855,3.14158162340658
46,2.362473249435425,30.6294269561768,3.14995384216309,3.141582933442575
47,2.4124932289123535,30.2801876068115,3.14995384216309,3.141583933724982
