k,time,Ca,T
136,13.600000000000001,0.8296881874703175,328.4226795732155
137,13.700000000000001,0.8299934001226069,328.01811731505046
138,13.8,0.8288426154558602,328.85226181604634
139,13.9,0.8307790121618801,328.9996764064151
140,14.0,0.8290265515931425,328.35434021873544
141,14.100000000000001,0.8361275442975457,328.72845671207085
142,14.200000000000001,0.8261913405450181,328.0172580688373
143,14.3,0.8239545320161072,327.6640776733868
144,14.4,0.8422082092166543,327.81688562967605
145,14.5,0.8562830540397435,328.318292894551
146,14.600000000000001,0.8511451205122804,328.6188171056209
147,14.700000000000001,0.8394042369844369,328.7628665844459
148,14.8,0.8249820489787909,329.6362772980516
149,14.9,0.8330400031556826,330.4534594621409
150,15.0,0.8172669494136362,330.8777710135867
151,15.100000000000001,0.8111926207276315,331.57637792812335
152,15.200000000000001,0.811653790655784,331.12078572949724
153,15.3,0.8142646176515853,332.24988917061023
154,15.4,0.7948258800336999,332.25542110154703
155,15.5,0.8079151363986861,330.90797994340807
156,15.600000000000001,0.8085302675921687,330.7321866573088
157,15.700000000000001,0.8086856660747493,330.56588604293796
158,15.8,0.7969040708041077,330.58795791334416
159,15.9,0.8006587364861805,331.86907898296226
160,16.0,0.8137625748308556,331.93040881573904
161,16.1,0.8169387654935553,331.22336412113265
162,16.2,0.8144151786561796,330.4565175720176
163,16.3,0.8238921380695178,330.4291910620341
164,16.400000000000002,0.8257527364800212,331.33098464080797
165,16.5,0.8229055858791405,330.9821292383932
166,16.6,0.8421898928321336,330.76737540960613
167,16.7,0.8367054457953037,330.8238400536583
168,16.8,0.8225959257216836,330.54067420124187
169,16.900000000000002,0.8190724297499403,330.4061711157415
170,17.0,0.8199842341510558,329.146981694891
171,17.1,0.8150210028087734,329.4231451832248
172,17.2,0.8046221999523688,329.42245963002136
173,17.3,0.8086485698063797,328.02976312766464
174,17.400000000000002,0.8108875697146919,327.51179125740083
175,17.5,0.8093840953939603,327.5890050614284
176,17.6,0.8326457827172714,327.43002972296523
177,17.7,0.8287783095230772,327.69535452953085
178,17.8,0.8288862701433082,328.8533322335255
179,17.900000000000002,0.824912948623031,327.7047134374324
180,18.0,0.829056020930292,328.1308656887683
181,18.1,0.8115244927073014,328.55939426451073
182,18.2,0.8169249676370381,329.6127725005612
183,18.3,0.82492182257293,329.811874853741
184,18.400000000000002,0.8240118694779683,330.5087050483612
185,18.5,0.8281048791953023,330.49774009669204
186,18.6,0.8312278725734114,330.84384390498957
187,18.7,0.8035880002507115,331.11421989327135
188,18.8,0.7843898926509718,332.18419355957326
189,18.900000000000002,0.7733347876944155,330.64449273532347
190,19.0,0.7762545833186334,330.7033337622087
191,19.1,0.7855439868325069,330.2518455863191
192,19.200000000000003,0.7916388521633928,331.0328111101807
193,19.3,0.7791797039286505,329.9724333387799
194,19.400000000000002,0.7989608101448955,329.28017324036716
195,19.5,0.7968641606918797,329.33410838217293
196,19.6,0.7825764900463005,328.76518445765225
197,19.700000000000003,0.7655491124080657,328.2373249915834
198,19.8,0.7956468047168634,327.9150578345247
199,19.900000000000002,0.7957567547755345,328.09602777817594
200,20.0,0.8108126651070653,328.9613116774507
201,20.1,0.8035235806517188,329.4053450449408
202,20.200000000000003,0.8249028119049945,329.77981087272383
203,20.3,0.8297757362279298,330.278400197993
204,20.400000000000002,0.8126432375679479,330.2423795650464
205,20.5,0.8126300265014355,329.74886566952335
206,20.6,0.8135560426282072,329.9799047680585
207,20.700000000000003,0.818394339114623,330.2001898112957
208,20.8,0.815329934688047,330.19668115846065
209,20.900000000000002,0.8235431921680946,329.9956236209684
210,21.0,0.8216166873370842,330.06603689080566
211,21.1,0.813183963523766,330.370920347399
212,21.200000000000003,0.8001424814701046,330.03417542208194
213,21.3,0.7872312947244317,330.5034220955774
214,21.400000000000002,0.7914607021671203,330.79797907961
215,21.5,0.7919261288730182,330.04825855338254
216,21.6,0.7957251259155081,330.35354398425693
217,21.700000000000003,0.7712225434607463,330.610285135622
218,21.8,0.7757185469297098,330.19779713005545
219,21.900000000000002,0.7670953702621741,329.78144161473506
220,22.0,0.7608493149319167,330.0283322289152
221,22.1,0.7750882110977179,330.6478633143475
222,22.200000000000003,0.7963100572102292,330.6050564532097
223,22.3,0.7929102627334095,330.60451312961504
224,22.400000000000002,0.7922756683351149,331.1269396427869
225,22.5,0.7928472646892728,330.2099219470713
226,22.6,0.7908178535819961,331.00160458278657
227,22.700000000000003,0.7856214848643366,329.7995137016613
228,22.8,0.8047328545955396,330.45726881480886
229,22.900000000000002,0.7867929694126018,330.35301825444947
230,23.0,0.8004709996295853,330.6830983243265
231,23.1,0.7993022770029227,330.4962558635861
232,23.200000000000003,0.8017505760126568,330.4379185608563
233,23.3,0.797706431692369,330.2842212119723
234,23.400000000000002,0.7900775160623322,330.88756400353
235,23.5,0.7977180456818637,331.3613811075788
236,23.6,0.8013875314946852,331.1206406510024
237,23.700000000000003,0.7999160354534638,330.6738545358447
238,23.8,0.8073191042522129,329.95095851821554
239,23.900000000000002,0.8227016628372206,329.8285277000626
240,24.0,0.8314823907255455,329.63958092102325
241,24.1,0.8372310041133213,329.70768984553354
242,24.200000000000003,0.8411832491039318,328.4155300115504
243,24.3,0.8673086772603011,329.1238685824986
244,24.400000000000002,0.8687013169599016,329.93026186853467
245,24.5,0.873309147409811,329.2957041410448
246,24.6,0.8697038019547798,329.2023628970106
247,24.700000000000003,0.8585872853359087,328.34857659910614
248,24.8,0.8621816212238987,328.63828679277765
249,24.900000000000002,0.8800259494164002,327.8781144118127
250,25.0,0.8733282482550171,328.5674172757635
251,25.1,0.8564289183198596,329.697188404113
252,25.200000000000003,0.8600828855909585,329.96663097232977
253,25.3,0.8536177215335009,329.976622487426
254,25.400000000000002,0.8674142844777777,330.04715246014865
255,25.5,0.8603076823976692,330.1709936904973
256,25.6,0.8451584604262198,331.0612863301008
257,25.700000000000003,0.8337368144725289,331.2365030508861
258,25.8,0.8383218606323141,331.33105427111235
259,25.900000000000002,0.8362972164351717,330.4924680925284
260,26.0,0.8221699523035556,330.9265739124427
261,26.1,0.8318143961360677,330.2240117840959
262,26.200000000000003,0.8092743491999581,330.27504518992043
263,26.3,0.8034821704609469,330.1817340037179
264,26.400000000000002,0.7996222746874789,330.6949399528984
265,26.5,0.8075155311140247,330.4185687715573
266,26.6,0.8224901868747816,330.1407554139266
267,26.700000000000003,0.8255399970794466,329.34541873897297
268,26.8,0.8219727580475015,330.1061410170684
269,26.900000000000002,0.8424937979736588,330.4554805449394
270,27.0,0.8459774836048348,330.81151712119265
271,27.1,0.8299150222979398,330.5210967898951
272,27.200000000000003,0.8320870846658812,329.81094966922154
273,27.3,0.8244046638605218,329.3911705164127
274,27.400000000000002,0.8080510465161571,329.1660513828986
275,27.5,0.8136294932099694,328.4994687187021
276,27.6,0.8249931095668979,327.72381238987225
277,27.700000000000003,0.8300807179937958,327.6414779522373
278,27.8,0.8359169739620113,328.19101044091644
279,27.900000000000002,0.8293149206841022,328.35253920046983
280,28.0,0.8241480037734756,329.45970541365944
281,28.1,0.8287243970154741,329.61157787928204
282,28.200000000000003,0.8330451085028433,329.57790736933964
283,28.3,0.841107655688293,330.4685189010875
284,28.400000000000002,0.8441879925239475,331.05853541357845
285,28.5,0.8383180195436755,331.6922528825787
286,28.6,0.8361542271874057,332.13890777515724
287,28.700000000000003,0.8328699846906311,332.2264351717602
288,28.8,0.838222734323769,333.5108825976683
289,28.900000000000002,0.8254364539716439,334.21265596249367
290,29.0,0.823156523981082,334.59170915141397
291,29.1,0.7970624636692338,334.0120319512488
292,29.200000000000003,0.8083001609595477,333.2882138492941
293,29.3,0.8029448239409067,332.65165427310353
294,29.400000000000002,0.8103915535557975,332.054807495532
295,29.5,0.8060421324228124,330.85707921113703
296,29.6,0.7878131464462947,330.0304269660217
297,29.700000000000003,0.7802704691392655,328.78898457227916
298,29.8,0.7815873610262273,329.5020492975816
299,29.900000000000002,0.7861597175919218,329.17328307937726
