k,time,Ca,T
0,0.0,0.98,280.0
1,0.1,0.9939498499177339,288.14593669340695
2,0.2,0.981332300181947,292.44820946023793
3,0.30000000000000004,0.9751093064034663,295.16833441541934
4,0.4,0.975579051033219,298.6056415262331
5,0.5,0.9692887958519096,300.0341936255487
6,0.6000000000000001,0.9664196233022183,301.1572776714677
7,0.7000000000000001,0.9680365204468309,301.77242106898785
8,0.8,0.9681617434964745,302.5328757600726
9,0.9,0.957699540373083,302.73838730703915
10,1.0,0.9760714064515834,303.0542306703267
11,1.1,0.9719926541195484,302.59130566884517
12,1.2000000000000002,0.963542351089526,302.3948639309031
13,1.3,0.9727134263654303,302.8030520128224
14,1.4000000000000001,0.9738053147015716,302.51980920007475
15,1.5,0.9698898942461228,302.69600502310806
16,1.6,0.9674319312082122,301.41565944051877
17,1.7000000000000002,0.9713639139733744,301.38298773879944
18,1.8,0.9786918653165563,301.8556972138882
19,1.9000000000000001,0.9758082353980793,301.38379282858426
20,2.0,0.9765935997751035,301.50492566528885
21,2.1,0.9785170567253402,301.2087835974695
22,2.2,0.9729860416803087,300.74050923201776
23,2.3000000000000003,0.9570827262612785,300.86858007814385
24,2.4000000000000004,0.9691086858772374,301.3526416154425
25,2.5,0.9694401955902683,301.192819109786
26,2.6,0.963793578272251,300.9441551944568
27,2.7,0.9640785467406277,300.5952019013046
28,2.8000000000000003,0.9550359987501748,300.8273125257562
29,2.9000000000000004,0.9490079981282015,300.63517766867386
30,3.0,0.9560308460936037,300.6631290492594
31,3.1,0.9674668763555357,300.46341505876745
32,3.2,0.9686044767025059,300.98219545633975
33,3.3000000000000003,0.9640969493972839,300.0454841905297
34,3.4000000000000004,0.9687326460632877,300.6619575946641
35,3.5,0.9582386433683668,300.656913899652
36,3.6,0.9424976633290526,300.1282181525688
37,3.7,0.9410259204167856,300.177860364139
38,3.8000000000000003,0.9540724041218939,299.67408731551103
39,3.9000000000000004,0.9495039908129237,299.89866395290125
40,4.0,0.9660489165498758,300.53039856044694
41,4.1000000000000005,0.9714696190699755,299.88507113703514
42,4.2,0.9756688526773291,299.5886974019618
43,4.3,0.974683890950255,299.1382846921286
44,4.4,0.9839356644946368,300.3330085938038
45,4.5,0.9998351006378516,300.3332121635378
46,4.6000000000000005,0.9993741682893266,299.63477061748847
47,4.7,1.0005440468493654,300.21533403508795
48,4.800000000000001,1.0103007114619178,300.57677473780285
49,4.9,1.006802120742288,300.22999233720884
50,5.0,1.0100552979830608,300.57604703296545
51,5.1000000000000005,1.0090601534768031,300.7152835822128
52,5.2,0.9930094152935728,300.29066642274415
53,5.300000000000001,0.9957250866748587,299.41488401878007
54,5.4,0.9962266534189291,299.1164250378939
55,5.5,1.004948780461922,298.64161146519336
56,5.6000000000000005,1.0104784823479755,299.7464659295222
57,5.7,1.0121497859312931,299.3401275560287
58,5.800000000000001,1.0083562977688787,299.67986606422454
59,5.9,1.0198313121476166,300.037954201038
60,6.0,1.0307882572547369,300.8464532170985
61,6.1000000000000005,1.018579163627921,301.25858608800957
62,6.2,1.0122086373028218,300.575346548869
63,6.300000000000001,1.0142431134319423,300.704524744716
64,6.4,1.015846455230312,300.9745515151469
65,6.5,1.0020867754493008,300.8231801997512
66,6.6000000000000005,1.014751151691469,301.27290754614734
67,6.7,1.022150373057093,301.33502272084064
68,6.800000000000001,1.0072841909274939,300.49034712875334
69,6.9,1.0028490458859514,299.96333223183376
70,7.0,1.0000172990602056,300.21894245205175
71,7.1000000000000005,1.0171896210452314,300.0779038512988
72,7.2,1.0195320591156203,299.96899692084816
73,7.300000000000001,1.0057428764612852,300.4858976771076
74,7.4,1.0049316928492387,300.57817714501624
75,7.5,0.9983585361071774,299.957976517236
76,7.6000000000000005,1.0045921348448121,300.27546939764716
77,7.7,1.0097988879572166,299.51222400676494
78,7.800000000000001,1.0118604627090952,299.2967403703407
79,7.9,1.010543280857598,299.46259249077724
80,8.0,1.007990163169863,299.4320590225315
81,8.1,1.017656600737098,299.51290161716594
82,8.200000000000001,1.0113524732270294,299.83580363133007
83,8.3,1.019487869452615,299.2782772196719
84,8.4,1.0167387220714545,299.0272088662346
85,8.5,1.024655369640924,300.4184014217163
86,8.6,1.0231887797166577,300.26897062118826
87,8.700000000000001,1.0082315353474518,300.2786324648646
88,8.8,1.0054724314609371,299.0753773411019
89,8.9,1.001950027497575,298.9893302588049
90,9.0,1.0180682328334147,300.35165342953945
91,9.1,1.021201699610122,300.7717590123471
92,9.200000000000001,1.0180984063652447,306.3092249009961
93,9.3,0.9975506837981954,308.9333326441674
94,9.4,1.00510062649881,310.5644904585966
95,9.5,0.9790778870454655,313.50308983872685
96,9.600000000000001,0.9733612081592924,315.11896836554547
97,9.700000000000001,0.9702199639379878,316.59725191066013
98,9.8,0.9684724441944715,318.763435823589
99,9.9,0.9851410873027396,320.5265817881559
100,10.0,0.9686044615218692,321.46560786831054
101,10.100000000000001,0.968868322082748,322.2988294877326
102,10.200000000000001,0.9634551833458368,323.3497740421594
103,10.3,0.9595710657984581,323.1612689663662
104,10.4,0.956820713285897,325.6444959577035
105,10.5,0.9384673340126224,327.2103865988142
106,10.600000000000001,0.9291424064927134,328.6854825097585
107,10.700000000000001,0.917757270265925,328.8671494858848
108,10.8,0.907338922235206,329.8194523093713
109,10.9,0.8892578547741619,330.37800766352973
110,11.0,0.868124643056955,330.2032506155098
111,11.100000000000001,0.8358397934449491,330.22568358256564
112,11.200000000000001,0.8297286337642098,330.3518153478463
113,11.3,0.827237073279443,329.8133268271418
114,11.4,0.8526301328057663,330.3743939547903
115,11.5,0.8598458707313232,331.485244955977
116,11.600000000000001,0.8486451139653716,331.3061299026302
117,11.700000000000001,0.8688086202143243,331.0617366571708
118,11.8,0.8502502001248147,332.21911775537455
119,11.9,0.8524614365205284,332.9354114462273
120,12.0,0.8374844775723252,333.2300645875867
121,12.100000000000001,0.8257202310538134,333.6656334948534
122,12.200000000000001,0.8147093445025165,333.1619205991362
123,12.3,0.815941882007146,331.7395650466533
124,12.4,0.8302931552793932,331.3045414893138
125,12.5,0.8108328995351393,331.59676824816273
126,12.600000000000001,0.8249987623747246,330.60813228180444
127,12.700000000000001,0.8144142232744956,330.24273958321
128,12.8,0.8184909989270304,329.8930303258814
129,12.9,0.8001824621283232,329.9413945034044
130,13.0,0.7914686140571234,330.270681396474
131,13.100000000000001,0.7988907674058906,330.52768897486527
132,13.200000000000001,0.8019174271459023,329.37739277007444
133,13.3,0.8139410501980322,328.28738985075165
134,13.4,0.8311405785811704,328.57436725451043
135,13.5,0.83536684444999,329.6470670364626
