name,k,time,steps_recovery,attack_sz,Ca,T,Success
oprp_cl,109,10.9,4,0,0.9057563119972726,300.41353897580285,1
lqr,110,11.0,5,0,0.9007543041034795,304.8357110543847,1
vsr,115,11.5,10,0,0.9339478163024532,307.8733449530532,0
oprp_ol,109,10.9,4,0,0.9221051395301538,301.4216842846928,1
oprp_cl,109,10.9,4,0,0.9220749554977621,301.79452571969574,1
lqr,112,11.200000000000001,7,0,0.9404615941172181,304.26382163274536,1
vsr,115,11.5,10,0,0.9295692676798396,307.70364051339783,0
oprp_ol,109,10.9,4,0,0.9717856098202554,300.3358337541737,1
oprp_cl,109,10.9,4,0,0.9717497156677178,300.7554828992564,1
lqr,110,11.0,5,0,0.9762660867675241,305.1852160899751,1
vsr,115,11.5,10,0,0.9728530077952265,308.5954637995468,0
oprp_ol,109,10.9,4,0,0.9376303100660653,300.5424055564342,1
oprp_cl,109,10.9,4,0,0.9376138923433384,300.7617571483763,1
lqr,112,11.200000000000001,7,0,0.9446689136081851,306.5540242361595,0
vsr,115,11.5,10,0,0.9232327031053067,307.57508193327914,0
oprp_ol,109,10.9,4,0,0.8864726450104774,301.7762776365334,1
oprp_cl,109,10.9,4,0,0.8864484614424025,302.07676038709553,1
lqr,112,11.200000000000001,7,0,0.889988463042172,306.9616968490845,0
vsr,115,11.5,10,0,0.8738449894596195,307.8163304148512,0
oprp_ol,109,10.9,4,0,0.9393620022165021,300.3352989437438,1
oprp_cl,109,10.9,4,0,0.9393257493988961,300.7868028293717,1
lqr,111,11.100000000000001,6,0,0.9472937180047944,305.5355478165619,1
vsr,115,11.5,10,0,0.9546176027810477,307.21709615563833,0
oprp_ol,109,10.9,4,0,0.9406317330047901,301.6769733293394,1
oprp_cl,109,10.9,4,0,0.9406292474405348,301.70606615667555,1
lqr,113,11.3,8,0,0.95627013057966,304.62706430562656,1
vsr,115,11.5,10,0,0.9373591151858842,307.1022215472263,0
oprp_ol,109,10.9,4,0,0.9463435894103892,302.263312218,1
oprp_cl,109,10.9,4,0,0.9463392905652164,302.31149562398497,1
lqr,114,11.4,9,0,0.9445547702112179,307.0145911280903,0
vsr,115,11.5,10,0,0.926928835814384,308.83129367859385,0
oprp_ol,109,10.9,4,0,0.9365035413852918,301.462516546879,1
oprp_cl,109,10.9,4,0,0.9364962341544804,301.54514286387644,1
lqr,114,11.4,9,0,0.9416372132683823,306.23667520216355,0
vsr,115,11.5,10,0,0.9206367503006989,308.1130411489925,0
oprp_ol,109,10.9,4,0,0.8980152784445019,301.99841109647775,1
oprp_cl,108,10.8,3,0,0.8983486799831065,302.4234057185326,1
lqr,115,11.5,10,0,0.9214405037808916,305.36258831666674,1
vsr,115,11.5,10,0,0.9074408937021609,307.38091826357993,0
oprp_ol,109,10.9,4,0,0.930020222075191,300.27364237436296,1
oprp_cl,109,10.9,4,0,0.9299960314610086,300.57144930510077,1
lqr,111,11.100000000000001,6,0,0.9345784173074932,304.7282627434266,1
vsr,115,11.5,10,0,0.9403365231418878,307.7846918799097,0
oprp_ol,109,10.9,4,0,0.9529255054395918,300.85086644252175,1
oprp_cl,109,10.9,4,0,0.9529319396004395,300.77079102826264,1
lqr,111,11.100000000000001,6,0,0.941406836833242,306.08076355814194,0
vsr,115,11.5,10,0,0.9422480091700983,308.2108244954325,0
oprp_ol,109,10.9,4,0,0.9347173611711458,302.0996973158027,1
oprp_cl,109,10.9,4,0,0.9346986547901464,302.3175487766932,1
lqr,112,11.200000000000001,7,0,0.9512813218763725,306.8833991046282,0
vsr,115,11.5,10,0,0.9592688426843556,307.7173768368532,0
oprp_ol,109,10.9,4,0,0.9302297991991135,300.44788509451797,1
oprp_cl,109,10.9,4,0,0.9302168949407855,300.60763011321853,1
lqr,112,11.200000000000001,7,0,0.9402527633843726,306.80536638077734,0
vsr,115,11.5,10,0,0.9331173420345471,307.89486722067926,0
oprp_ol,109,10.9,4,0,0.9080018088952915,300.3661149376313,1
oprp_cl,109,10.9,4,0,0.9079682514602292,300.80928275833213,1
lqr,110,11.0,5,0,0.9040870741586028,304.4630972046438,1
vsr,115,11.5,10,0,0.9021353119471888,306.17426557379594,0
oprp_ol,108,10.8,3,0,0.9213586341525033,301.22785476296883,1
oprp_cl,108,10.8,3,0,0.9213029049795306,301.78307246432723,1
lqr,205,20.5,100,0,0.9524317866830113,304.7555974758302,1
vsr,115,11.5,10,0,0.892939366828312,308.91158763689407,0
oprp_ol,109,10.9,4,0,0.9217635068429736,300.19886081466404,1
oprp_cl,108,10.8,3,0,0.9154346721810499,299.77527984589426,1
lqr,116,11.600000000000001,11,0,0.9590190305101519,305.2959725753871,1
vsr,115,11.5,10,0,0.9487092174146262,306.99994542075007,0
oprp_ol,109,10.9,4,0,0.9203965965537769,301.3731110789115,1
oprp_cl,109,10.9,4,0,0.9203765007649504,301.6121578658509,1
lqr,111,11.100000000000001,6,0,0.9495892441212835,305.67434987541037,1
vsr,115,11.5,10,0,0.9256467039886502,308.57061399451925,0
oprp_ol,109,10.9,4,0,0.9678837213216758,298.9611909405406,1
oprp_cl,109,10.9,4,0,0.9678596134969679,299.273277900324,1
lqr,111,11.100000000000001,6,0,0.9654629216460249,303.7272864544188,1
vsr,115,11.5,10,0,0.9528376171455525,306.5686001970404,0
oprp_ol,109,10.9,4,0,0.9603550690901423,301.5094899875486,1
oprp_cl,108,10.8,3,0,0.9651158435987062,302.0760593962738,1
lqr,115,11.5,10,0,0.970936967572107,306.1003734281749,0
vsr,115,11.5,10,0,0.9549479114242811,308.0532055476812,0
oprp_ol,109,10.9,4,0,0.9150523978929878,301.3231048989766,1
oprp_cl,109,10.9,4,0,0.9150296565028387,301.59655531008127,1
lqr,112,11.200000000000001,7,0,0.9067402843845209,306.90129798085434,0
vsr,115,11.5,10,0,0.9191087169495451,308.5268836358254,0
oprp_ol,109,10.9,4,0,0.9280683112229868,302.3647643537874,1
oprp_cl,108,10.8,3,0,0.9472427457409709,302.7694427065721,1
lqr,115,11.5,10,0,0.9566721670440954,305.0733716265201,1
vsr,115,11.5,10,0,0.9403406459083411,307.0449960293559,0
oprp_ol,109,10.9,4,0,0.9503131224513871,301.08440207109373,1
oprp_cl,109,10.9,4,0,0.9502939079960763,301.31433195908414,1
lqr,116,11.600000000000001,11,0,0.9616968036482345,306.41591872522,0
vsr,115,11.5,10,0,0.9394512759095219,308.182732913895,0
oprp_ol,109,10.9,4,0,0.8991628875968892,299.1979647846533,1
oprp_cl,109,10.9,4,0,0.8991463678363032,299.42248397518915,1
lqr,111,11.100000000000001,6,0,0.9535316887864324,304.25126103330405,1
vsr,115,11.5,10,0,0.9372386252315138,306.5297389773805,0
oprp_ol,109,10.9,4,0,0.9387621301007247,301.9224440719,1
oprp_cl,109,10.9,4,0,0.9387424830648615,302.15269606081085,1
lqr,117,11.700000000000001,12,0,0.9740764722851962,306.12782702456843,0
vsr,115,11.5,10,0,0.9447831918516674,307.4712926899951,0
oprp_ol,109,10.9,4,0,0.9324033981027763,302.8093940089877,1
oprp_cl,108,10.8,3,0,0.9192467712025147,303.0470109053006,1
lqr,121,12.100000000000001,16,0,0.959539449057256,305.42117099983864,1
vsr,115,11.5,10,0,0.923906707765852,307.09523332974663,0
oprp_ol,109,10.9,4,0,0.8764218604903282,299.82657180376793,1
oprp_cl,109,10.9,4,0,0.8763963236211729,300.19222646226467,1
lqr,109,10.9,4,0,0.8757354349590672,304.0378794730905,1
vsr,115,11.5,10,0,0.9006153222876652,307.24799976683687,0
oprp_ol,109,10.9,4,0,0.9043912329031906,301.59994099548896,1
oprp_cl,108,10.8,3,0,0.9143024841827432,302.06836343943235,1
lqr,116,11.600000000000001,11,0,0.913712199567786,305.35408208433563,1
vsr,115,11.5,10,0,0.913444464274261,307.07827615728957,0
oprp_ol,109,10.9,4,0,0.9337955769385884,302.0286216307289,1
oprp_cl,109,10.9,4,0,0.9337990793005466,301.9871217417809,1
lqr,110,11.0,5,0,0.9353539707544951,306.631834997045,0
vsr,115,11.5,10,0,0.9538521218039876,308.14718666562686,0
oprp_ol,109,10.9,4,0,0.8629055406392967,302.551707253665,1
oprp_cl,108,10.8,3,0,0.8713885667675949,302.7450894069465,1
lqr,115,11.5,10,0,0.8852995183382635,305.83976029758475,1
vsr,115,11.5,10,0,0.8703044570608205,307.99718296143016,0
oprp_ol,109,10.9,4,0,0.9396294777522218,301.1423608288911,1
oprp_cl,109,10.9,4,0,0.939636818497702,301.0542040799593,1
lqr,115,11.5,10,0,0.9817172859931986,306.57752258567024,0
vsr,115,11.5,10,0,0.9643941380785073,308.2822151351542,0
oprp_ol,109,10.9,4,0,0.9349919380725976,301.5500534217819,1
oprp_cl,108,10.8,3,0,0.9114631578832746,302.6320070226512,1
lqr,118,11.8,13,0,0.9394819794414025,305.4384144636878,1
vsr,115,11.5,10,0,0.9358695017059773,307.5586123205485,0
oprp_ol,109,10.9,4,0,0.929281174707313,302.1836560454351,1
oprp_cl,109,10.9,4,0,0.9292586147217253,302.4394971572611,1
lqr,114,11.4,9,0,0.9530174986573959,305.68263872540894,1
vsr,115,11.5,10,0,0.9289559246003168,307.3712421498058,0
oprp_ol,109,10.9,4,0,0.9163746284929433,300.3243022179378,1
oprp_cl,108,10.8,3,0,0.9096728558154098,300.7485145000798,1
lqr,116,11.600000000000001,11,0,0.9162179561650691,306.3981555465098,0
vsr,115,11.5,10,0,0.9075894062855558,307.92382573009655,0
oprp_ol,109,10.9,4,0,0.9307727850311032,300.3378675517776,1
oprp_cl,109,10.9,4,0,0.930752663058092,300.61902336043727,1
lqr,111,11.100000000000001,6,0,0.9472181294652862,304.8777072486197,1
vsr,115,11.5,10,0,0.9289555871611299,307.7438700008209,0
oprp_ol,109,10.9,4,0,0.9082537230619452,300.57950674833984,1
oprp_cl,109,10.9,4,0,0.908241788425292,300.7355003320334,1
lqr,116,11.600000000000001,11,0,0.89648472969268,307.68356065508704,0
vsr,115,11.5,10,0,0.9059606580746009,308.5359842909509,0
oprp_ol,109,10.9,4,0,0.9363521834042083,299.9684804359917,1
oprp_cl,108,10.8,3,0,0.9226512937922571,301.9193280364135,1
lqr,115,11.5,10,0,0.9411940261475321,304.633449746527,1
vsr,115,11.5,10,0,0.9263310705653567,306.62485717008167,0
oprp_ol,109,10.9,4,0,0.9018044947023097,301.1959563805391,1
oprp_cl,109,10.9,4,0,0.9017835389221506,301.4474320154029,1
lqr,115,11.5,10,0,0.9156542987054864,305.94353356937637,1
vsr,115,11.5,10,0,0.9006626864028807,307.66502332660804,0
oprp_ol,108,10.8,3,0,0.9100828733234769,302.646841923781,1
oprp_cl,108,10.8,3,0,0.910058133642964,302.8733993504733,1
lqr,205,20.5,100,0,0.95719947396118,304.35615825707004,1
vsr,115,11.5,10,0,0.9233771834353195,307.7194299559074,0
oprp_ol,109,10.9,4,0,0.915941151977448,299.63929889873697,1
oprp_cl,109,10.9,4,0,0.9159108940731531,300.0474969099936,1
lqr,111,11.100000000000001,6,0,0.9266465470566153,305.7784980387905,1
vsr,115,11.5,10,0,0.927719080743422,308.6974476165117,0
oprp_ol,109,10.9,4,0,0.9351424516613375,301.8097218129257,1
oprp_cl,108,10.8,3,0,0.9234142218585426,303.1287173051628,1
lqr,117,11.700000000000001,12,0,0.9461773251074628,305.54972769154824,1
vsr,115,11.5,10,0,0.918180057923359,308.5281110118046,0
oprp_ol,109,10.9,4,0,0.9825399292676918,300.5437203457901,1
oprp_cl,109,10.9,4,0,0.9825150834610084,300.8303548398265,1
lqr,115,11.5,10,0,0.9516219276604793,305.27852270455855,1
vsr,115,11.5,10,0,0.9351415015299692,307.1233285402605,0
oprp_ol,109,10.9,4,0,0.9453035874682846,301.43188505996665,1
oprp_cl,109,10.9,4,0,0.9452847077942043,301.6633046419682,1
lqr,115,11.5,10,0,0.9702991043764797,308.1485402744516,0
vsr,115,11.5,10,0,0.954211649050989,310.1052492252307,0
oprp_ol,109,10.9,4,0,0.9331083770204203,301.6777624491348,1
oprp_cl,108,10.8,3,0,0.9309389532406132,302.2270768034717,1
lqr,113,11.3,8,0,0.953254745308062,305.2271720889825,1
vsr,115,11.5,10,0,0.9482939622028009,307.0007890937377,0
oprp_ol,109,10.9,4,0,0.9263823834732647,300.06977855402096,1
oprp_cl,109,10.9,4,0,0.9263646651585183,300.3128222607901,1
lqr,110,11.0,5,0,0.9260274908748651,304.41487791478073,1
vsr,115,11.5,10,0,0.9369344392852795,307.70128600967706,0
oprp_ol,109,10.9,4,0,0.9643088229162291,300.68137904553294,1
oprp_cl,108,10.8,3,0,0.9568641116067382,301.0760942219132,1
lqr,114,11.4,9,0,0.968186933080328,305.696604973596,1
vsr,115,11.5,10,0,0.9423776337120283,306.98484684196205,0
oprp_ol,109,10.9,4,0,0.9674775375094956,301.67019540837236,1
oprp_cl,109,10.9,4,0,0.9674549763945228,301.93119221103944,1
lqr,113,11.3,8,0,0.971679275322414,307.06440019873685,0
vsr,115,11.5,10,0,0.9504077958072299,308.38209588343625,0
oprp_ol,109,10.9,4,0,0.8621259469720558,302.13927525082755,1
oprp_cl,108,10.8,3,0,0.8369900367791869,302.5546234325783,1
lqr,115,11.5,10,0,0.933567457851217,306.4649621475839,0
vsr,115,11.5,10,0,0.9185585319155204,308.5308267331224,0
oprp_ol,109,10.9,4,0,0.9065634043326007,301.28370791553925,1
oprp_cl,108,10.8,3,0,0.9000299967723563,301.91672834382905,1
lqr,117,11.700000000000001,12,0,0.9469324954742581,305.37482330457925,1
vsr,115,11.5,10,0,0.919257456939619,307.41905979200834,0
oprp_ol,109,10.9,4,0,0.9537002220180211,299.4239291505167,1
oprp_cl,109,10.9,4,0,0.953661062889823,299.95402034371523,1
lqr,112,11.200000000000001,7,0,0.9684410102874459,305.55974445052016,1
vsr,115,11.5,10,0,0.9385373085675999,306.5518849465168,0
oprp_ol,109,10.9,4,0,0.9437984021746412,301.903844694385,1
oprp_cl,108,10.8,3,0,0.9272956617018002,302.17789690416697,1
lqr,116,11.600000000000001,11,0,0.9366362209837962,304.644258058414,1
vsr,115,11.5,10,0,0.9307746898919739,307.19863275576574,0
oprp_ol,109,10.9,4,0,0.8670678474779174,300.7365479867826,1
oprp_cl,109,10.9,4,0,0.8670238380084526,301.297034300648,1
lqr,112,11.200000000000001,7,0,0.9074080742749382,306.1043162492304,0
